accession,symbol,description,log2FC,pval,padj
Q15369,ELOC,Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1,-0.014700780984454653,0.42587493677083876,0.500423863857968
O95870,ABHD16A,Phosphatidylserine lipase ABHD16A OS=Homo sapiens OX=9606 GN=ABHD16A PE=1 SV=3,0.05317589009605017,0.42601403333542354,0.5004983632576084
Q9H061,TMEM126A,Transmembrane protein 126A OS=Homo sapiens OX=9606 GN=TMEM126A PE=1 SV=1,0.023980699928833338,0.42654986855915544,0.5010388578634102
Q4KWH8,PLCH1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1 OS=Homo sapiens OX=9606 GN=PLCH1 PE=1 SV=1",0.05530914155163247,0.4271582181598096,0.5016643229969202
O60930,RNASEH1,Ribonuclease H1 OS=Homo sapiens OX=9606 GN=RNASEH1 PE=1 SV=2,-0.06332007300860099,0.4284204449002364,0.5030573577837619
Q08170,SRSF4,Serine/arginine-rich splicing factor 4 OS=Homo sapiens OX=9606 GN=SRSF4 PE=1 SV=2,-0.05133176675655182,0.42924078761846285,0.5039311235321868
Q9BYD2,MRPL9,"39S ribosomal protein L9, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL9 PE=1 SV=2",0.021032946300968802,0.4294027330635386,0.5040317541303244
Q9HC98,NEK6,Serine/threonine-protein kinase Nek6 OS=Homo sapiens OX=9606 GN=NEK6 PE=1 SV=2,0.021737000429182585,0.4296732920555796,0.5042598166616067
O15530,PDPK1,3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens OX=9606 GN=PDPK1 PE=1 SV=1,0.025568062992574817,0.4303651073763278,0.5049820922754711
Q6PJ69,TRIM65,Tripartite motif-containing protein 65 OS=Homo sapiens OX=9606 GN=TRIM65 PE=1 SV=3,-0.040344843218535376,0.43103412689661413,0.5056773681760846
O95639,CPSF4,Cleavage and polyadenylation specificity factor subunit 4 OS=Homo sapiens OX=9606 GN=CPSF4 PE=1 SV=1,-0.01894762291582482,0.4317292565130837,0.5064030236055542
Q9H3S1,SEMA4A,Semaphorin-4A OS=Homo sapiens OX=9606 GN=SEMA4A PE=1 SV=2,0.01997681646984202,0.43181943455580624,0.5064189608518962
Q9BZJ7,GPR62,G-protein coupled receptor 62 OS=Homo sapiens OX=9606 GN=GPR62 PE=1 SV=2,-0.0313943122542395,0.4324471690797989,0.5070585682312524
P22087,FBL,rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2,0.04383671616329643,0.432560476750154,0.5070585682312524
P23526,AHCY,Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,-0.01819723319055555,0.4325948855705527,0.5070585682312524
Q8TF66,LRRC15,Leucine-rich repeat-containing protein 15 OS=Homo sapiens OX=9606 GN=LRRC15 PE=2 SV=2,-1.29894799205925,0.43302114221363447,0.5074682368515687
O14893,GEMIN2,Gem-associated protein 2 OS=Homo sapiens OX=9606 GN=GEMIN2 PE=1 SV=1,-0.02405217448132735,0.4333896510474462,0.5078100961768056
O60318,MCM3AP,Germinal-center associated nuclear protein OS=Homo sapiens OX=9606 GN=MCM3AP PE=1 SV=2,0.012381671106945769,0.43362716207643226,0.5079983691795482
Q9NRY2,INIP,SOSS complex subunit C OS=Homo sapiens OX=9606 GN=INIP PE=1 SV=1,0.06501299166444285,0.43404721210219566,0.5081900902465099
Q96TC7,RMDN3,Regulator of microtubule dynamics protein 3 OS=Homo sapiens OX=9606 GN=RMDN3 PE=1 SV=2,0.023756065208294153,0.4340817843367693,0.5081900902465099
A5A3E0,POTEF,POTE ankyrin domain family member F OS=Homo sapiens OX=9606 GN=POTEF PE=1 SV=2,0.4208110210420797,0.43411858578960927,0.5081900902465099
P31944,CASP14,Caspase-14 OS=Homo sapiens OX=9606 GN=CASP14 PE=1 SV=2,-0.12639522935502168,0.4341474887273829,0.5081900902465099
P12081,HARS1,"Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2",0.012646454576275445,0.4341751088630572,0.5081900902465099
Q86W92,PPFIBP1,Liprin-beta-1 OS=Homo sapiens OX=9606 GN=PPFIBP1 PE=1 SV=2,0.03784297708053597,0.4346703623516158,0.5086176420318977
Q9NZJ4,SACS,Sacsin OS=Homo sapiens OX=9606 GN=SACS PE=1 SV=2,-0.12554499146694775,0.4346942370118352,0.5086176420318977
P36897,TGFBR1,TGF-beta receptor type-1 OS=Homo sapiens OX=9606 GN=TGFBR1 PE=1 SV=1,0.12333026921975021,0.4347971475520798,0.5086480431023269
O60583,CCNT2,Cyclin-T2 OS=Homo sapiens OX=9606 GN=CCNT2 PE=1 SV=2,0.1079213761626523,0.434999114449332,0.5087942941339082
Q9GZT9,EGLN1,Egl nine homolog 1 OS=Homo sapiens OX=9606 GN=EGLN1 PE=1 SV=1,0.0472447479560576,0.4353962503185713,0.5091687313594612
Q13485,SMAD4,Mothers against decapentaplegic homolog 4 OS=Homo sapiens OX=9606 GN=SMAD4 PE=1 SV=1,-0.06366352798378916,0.43620813256145263,0.5100279703795446
P62633,CNBP,Cellular nucleic acid-binding protein OS=Homo sapiens OX=9606 GN=CNBP PE=1 SV=1,0.05528037524155183,0.4364901075286619,0.5102674312198573
Q9UKB1,FBXW11,F-box/WD repeat-containing protein 11 OS=Homo sapiens OX=9606 GN=FBXW11 PE=1 SV=1,-0.020780152008510466,0.4366312769137819,0.5103422313865875
O43678,NDUFA2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Homo sapiens OX=9606 GN=NDUFA2 PE=1 SV=3,0.023297628802409043,0.4367564856672025,0.5103983533459779
Q70JA7,CHSY3,Chondroitin sulfate synthase 3 OS=Homo sapiens OX=9606 GN=CHSY3 PE=2 SV=3,-0.114262935352486,0.4370141416638412,0.5106092074008337
Q9NZC3,GDE1,Glycerophosphodiester phosphodiesterase 1 OS=Homo sapiens OX=9606 GN=GDE1 PE=1 SV=1,0.018507872238143097,0.4378558653928097,0.5115022936355579
O94868,FCHSD2,F-BAR and double SH3 domains protein 2 OS=Homo sapiens OX=9606 GN=FCHSD2 PE=1 SV=3,-0.018264753316636316,0.4387202850832624,0.5124215730384262
P57060,RWDD2B,RWD domain-containing protein 2B OS=Homo sapiens OX=9606 GN=RWDD2B PE=1 SV=1,0.017816357003530348,0.43961800229628356,0.5133524740259116
Q969S9,GFM2,"Ribosome-releasing factor 2, mitochondrial OS=Homo sapiens OX=9606 GN=GFM2 PE=1 SV=1",0.11815429632614494,0.43967257416950045,0.5133524740259116
Q5ST30,VARS2,"Valine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=VARS2 PE=1 SV=2",0.01634533615385822,0.4399070265324742,0.5135355330919349
P55211,CASP9,Caspase-9 OS=Homo sapiens OX=9606 GN=CASP9 PE=1 SV=3,-0.022970644999143808,0.4400022052642421,0.5135559719694914
P60953,CDC42,Cell division control protein 42 homolog OS=Homo sapiens OX=9606 GN=CDC42 PE=1 SV=2,0.03237916432809884,0.4401940903499769,0.5136892561584976
P13716,ALAD,Delta-aminolevulinic acid dehydratase OS=Homo sapiens OX=9606 GN=ALAD PE=1 SV=1,-0.03637319109515125,0.44038302666128504,0.5138190528117905
Q9UEE9,CFDP1,Craniofacial development protein 1 OS=Homo sapiens OX=9606 GN=CFDP1 PE=1 SV=1,-0.05230647657731424,0.44051125519298784,0.51387271078275
Q96PQ6,ZNF317,Zinc finger protein 317 OS=Homo sapiens OX=9606 GN=ZNF317 PE=1 SV=2,-0.10771166765526052,0.4405844521215079,0.51387271078275
P53985,SLC16A1,Monocarboxylate transporter 1 OS=Homo sapiens OX=9606 GN=SLC16A1 PE=1 SV=3,-0.03780146296209441,0.4412969194945342,0.5146129156433615
O14964,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1,-0.014027299618398548,0.4415025811086606,0.5147619584359837
Q9UBU9,NXF1,Nuclear RNA export factor 1 OS=Homo sapiens OX=9606 GN=NXF1 PE=1 SV=1,-0.017183537610307775,0.4419507271284715,0.5151936191420052
Q86VX9,MON1A,Vacuolar fusion protein MON1 homolog A OS=Homo sapiens OX=9606 GN=MON1A PE=1 SV=3,0.03310418541674531,0.44250737738460955,0.5157515916211949
O60244,MED14,Mediator of RNA polymerase II transcription subunit 14 OS=Homo sapiens OX=9606 GN=MED14 PE=1 SV=2,-0.01609017622239728,0.44265318196117975,0.5158306025955799
O15027,SEC16A,Protein transport protein Sec16A OS=Homo sapiens OX=9606 GN=SEC16A PE=1 SV=4,-0.02250402057417933,0.4433632798703085,0.5165670496039612
Q9NZT2,OGFR,Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=3,0.017540236250403574,0.4437083095080785,0.5168779673127933
P0DJD1,RGPD2,RANBP2-like and GRIP domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RGPD2 PE=2 SV=1,-0.006676329611040144,0.44391589797581477,0.5170286978009666
Q5TC79,ZBTB37,Zinc finger and BTB domain-containing protein 37 OS=Homo sapiens OX=9606 GN=ZBTB37 PE=2 SV=1,0.0406455849756977,0.44573733822221473,0.5190586967814871
P28702,RXRB,Retinoic acid receptor RXR-beta OS=Homo sapiens OX=9606 GN=RXRB PE=1 SV=2,-0.04790148658078741,0.44597409840934643,0.519242954513576
Q99767,APBA2,Amyloid-beta A4 precursor protein-binding family A member 2 OS=Homo sapiens OX=9606 GN=APBA2 PE=1 SV=3,0.04736398245031381,0.44619547508859336,0.5193713573189624
Q8IZK6,MCOLN2,Mucolipin-2 OS=Homo sapiens OX=9606 GN=MCOLN2 PE=1 SV=2,-0.10774095691102331,0.44624148229416605,0.5193713573189624
P25445,FAS,Tumor necrosis factor receptor superfamily member 6 OS=Homo sapiens OX=9606 GN=FAS PE=1 SV=1,-0.041602323782553796,0.4465350122459264,0.5196215242819545
Q8WU76,SCFD2,Sec1 family domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SCFD2 PE=1 SV=2,0.023698636742919277,0.44751220117263624,0.5206670199108694
Q14147,DHX34,Probable ATP-dependent RNA helicase DHX34 OS=Homo sapiens OX=9606 GN=DHX34 PE=1 SV=2,0.08452377895360819,0.44762091001910015,0.5207018749201777
Q7L0J3,SV2A,Synaptic vesicle glycoprotein 2A OS=Homo sapiens OX=9606 GN=SV2A PE=1 SV=1,-0.11037516568983285,0.4482888060792767,0.5213870863317814
P20336,RAB3A,Ras-related protein Rab-3A OS=Homo sapiens OX=9606 GN=RAB3A PE=1 SV=1,-0.041268298964756145,0.4485117469366259,0.5215546378376662
Q04695,KRT17,"Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2",-0.20206521680431844,0.44878043959680813,0.521775323828749
Q96CM4,NXNL1,Nucleoredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=NXNL1 PE=2 SV=1,-0.23806136614644036,0.4489055552803002,0.5218290315600114
Q9Y399,MRPS2,"28S ribosomal protein S2, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS2 PE=1 SV=1",-0.0458633943358982,0.44944517845923926,0.5223644788139374
Q9UDY8,MALT1,Mucosa-associated lymphoid tissue lymphoma translocation protein 1 OS=Homo sapiens OX=9606 GN=MALT1 PE=1 SV=1,0.02006206199598637,0.45068759586997176,0.5237164119318547
P31872,ENV,Envelope glycoprotein gp160 OS=Human immunodeficiency virus type 1 group M subtype B (isolate WMJ1) OX=31678 GN=env PE=1 SV=1,0.0714411048761443,0.4510508557960219,0.5240464344620096
P62873,GNB1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens OX=9606 GN=GNB1 PE=1 SV=3,-0.024615268530734036,0.45119752444182254,0.5240676842901902
Q12899,TRIM26,Tripartite motif-containing protein 26 OS=Homo sapiens OX=9606 GN=TRIM26 PE=1 SV=1,-0.02773268830480724,0.4512276658596572,0.5240676842901902
P12814,ACTN1,Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2,-0.07627266757412476,0.4516416015366192,0.5244563170635979
O43237,DYNC1LI2,Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1LI2 PE=1 SV=1,-0.016797138992466376,0.45234324993438046,0.5251473018909601
O95155,UBE4B,Ubiquitin conjugation factor E4 B OS=Homo sapiens OX=9606 GN=UBE4B PE=1 SV=1,-0.007256311999953247,0.4523954978177418,0.5251473018909601
Q96RR4,CAMKK2,Calcium/calmodulin-dependent protein kinase kinase 2 OS=Homo sapiens OX=9606 GN=CAMKK2 PE=1 SV=2,0.03210650014038485,0.45250850888821953,0.5251729021642518
Q9BX79,STRA6,Receptor for retinol uptake STRA6 OS=Homo sapiens OX=9606 GN=STRA6 PE=1 SV=1,0.05017366868439277,0.45257640600906035,0.5251729021642518
Q7L8J4,SH3BP5L,SH3 domain-binding protein 5-like OS=Homo sapiens OX=9606 GN=SH3BP5L PE=1 SV=1,-0.0725975643918968,0.45269540926696566,0.5252188184020314
Q9NQX6,ZNF331,Zinc finger protein 331 OS=Homo sapiens OX=9606 GN=ZNF331 PE=1 SV=1,0.09293263038719779,0.4534050017435081,0.5259498020224694
Q01082,SPTBN1,"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2",0.018806773918642605,0.45384868000642636,0.5263721228209948
P18074,ERCC2,General transcription and DNA repair factor IIH helicase subunit XPD OS=Homo sapiens OX=9606 GN=ERCC2 PE=1 SV=1,-0.043525809101823576,0.4541799425765682,0.5266639390242492
Q07666,KHDRBS1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1",0.04786233927152317,0.45468851733181426,0.5271612268276268
Q2VPB7,AP5B1,AP-5 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP5B1 PE=1 SV=4,0.056359902635156445,0.45562340116825917,0.5281525120134168
Q8NFV4,ABHD11,Protein ABHD11 OS=Homo sapiens OX=9606 GN=ABHD11 PE=1 SV=1,0.010097156996228485,0.45603926655452365,0.5285419159436477
O75113,N4BP1,NEDD4-binding protein 1 OS=Homo sapiens OX=9606 GN=N4BP1 PE=1 SV=4,0.044956980720237016,0.456678254771646,0.5291874445649234
P58004,SESN2,Sestrin-2 OS=Homo sapiens OX=9606 GN=SESN2 PE=1 SV=1,0.032591134586248405,0.4567563136920777,0.5291874445649234
Q9NZC7,WWOX,WW domain-containing oxidoreductase OS=Homo sapiens OX=9606 GN=WWOX PE=1 SV=1,0.028610257753204804,0.45704630307347394,0.5294306510024194
A8CG34,POM121C,Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens OX=9606 GN=POM121C PE=1 SV=3,0.042452627508806046,0.45858907409088345,0.5311247079854478
Q16644,MAPKAPK3,MAP kinase-activated protein kinase 3 OS=Homo sapiens OX=9606 GN=MAPKAPK3 PE=1 SV=1,0.013848362472759335,0.46014128368506946,0.5328291011778773
Q15717,ELAVL1,ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2,0.01033390535831824,0.46222262396780284,0.535145506859589
Q7Z624,CAMKMT,Calmodulin-lysine N-methyltransferase OS=Homo sapiens OX=9606 GN=CAMKMT PE=1 SV=2,0.050626130218056176,0.4629202877515822,0.5357952234328727
Q9ULA0,DNPEP,Aspartyl aminopeptidase OS=Homo sapiens OX=9606 GN=DNPEP PE=1 SV=1,-0.09242530295460731,0.46294587287840316,0.5357952234328727
P62070,RRAS2,Ras-related protein R-Ras2 OS=Homo sapiens OX=9606 GN=RRAS2 PE=1 SV=1,0.06789228670563252,0.4635731782833663,0.5363502539697701
Q16656,NRF1,Nuclear respiratory factor 1 OS=Homo sapiens OX=9606 GN=NRF1 PE=1 SV=1,0.047580362080095084,0.4635876741435626,0.5363502539697701
Q13952,NFYC,Nuclear transcription factor Y subunit gamma OS=Homo sapiens OX=9606 GN=NFYC PE=1 SV=3,0.02386020049620659,0.4650477033956324,0.5379256265180583
Q9NUP7,TRMT13,tRNA:m(4)X modification enzyme TRM13 homolog OS=Homo sapiens OX=9606 GN=TRMT13 PE=1 SV=2,0.07718467917393212,0.4651120397464821,0.5379256265180583
Q9BVC4,MLST8,Target of rapamycin complex subunit LST8 OS=Homo sapiens OX=9606 GN=MLST8 PE=1 SV=1,0.021502271693168984,0.4660314801180498,0.5388947440609558
Q13795,ARFRP1,ADP-ribosylation factor-related protein 1 OS=Homo sapiens OX=9606 GN=ARFRP1 PE=1 SV=1,0.048605777679440854,0.46671161194856353,0.5395569616377752
Q9BVT8,TMUB1,Transmembrane and ubiquitin-like domain-containing protein 1 OS=Homo sapiens OX=9606 GN=TMUB1 PE=1 SV=1,0.04028704839305597,0.4667673654821649,0.5395569616377752
Q13049,TRIM32,E3 ubiquitin-protein ligase TRIM32 OS=Homo sapiens OX=9606 GN=TRIM32 PE=1 SV=2,0.02979264292051642,0.46696382569561934,0.5396897073063163
Q9NQ69,LHX9,LIM/homeobox protein Lhx9 OS=Homo sapiens OX=9606 GN=LHX9 PE=1 SV=3,-0.038788151852446884,0.4679622822316312,0.5407491454238983
Q8IW41,MAPKAPK5,MAP kinase-activated protein kinase 5 OS=Homo sapiens OX=9606 GN=MAPKAPK5 PE=1 SV=2,0.05804632224915007,0.4686720745489484,0.5414001053607115
Q00987,MDM2,E3 ubiquitin-protein ligase Mdm2 OS=Homo sapiens OX=9606 GN=MDM2 PE=1 SV=1,0.030674333053017477,0.46868938340664135,0.5414001053607115
Q96RT1,ERBIN,Erbin OS=Homo sapiens OX=9606 GN=ERBIN PE=1 SV=2,0.013745569186686346,0.4688817893681634,0.5415277539392657
Q86XR8,CEP57,Centrosomal protein of 57 kDa OS=Homo sapiens OX=9606 GN=CEP57 PE=1 SV=2,0.11122804819800702,0.46907985211133785,0.5415288010919616
Q8IZ69,TRMT2A,tRNA (uracil-5-)-methyltransferase homolog A OS=Homo sapiens OX=9606 GN=TRMT2A PE=1 SV=2,-0.01676297702302565,0.4690930332036882,0.5415288010919616
P82664,MRPS10,"28S ribosomal protein S10, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS10 PE=1 SV=2",0.011182012379034822,0.46912839876811185,0.5415288010919616
Q00839,HNRNPU,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6,0.017805520495578264,0.4692712186553142,0.5415991093993607
Q5T6F0,DCAF12,DDB1- and CUL4-associated factor 12 OS=Homo sapiens OX=9606 GN=DCAF12 PE=1 SV=1,-0.014028722508169444,0.46974116258724086,0.5420468703362716
Q92567,FAM168A,Protein FAM168A OS=Homo sapiens OX=9606 GN=FAM168A PE=1 SV=2,0.08913172149157766,0.47055533396878246,0.5428916189498499
P19447,ERCC3,General transcription and DNA repair factor IIH helicase subunit XPB OS=Homo sapiens OX=9606 GN=ERCC3 PE=1 SV=1,0.04383036599438833,0.4707509635735965,0.543022569984058
O95777,LSM8,U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens OX=9606 GN=LSM8 PE=1 SV=3,-0.013435673833334938,0.47084108961099363,0.5430317956581004
P00338,LDHA,L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2,-0.01487029407722229,0.4714481640403614,0.5436371225383448
Q9BQP7,MGME1,Mitochondrial genome maintenance exonuclease 1 OS=Homo sapiens OX=9606 GN=MGME1 PE=1 SV=1,-0.016319441806408097,0.47215882985541674,0.5443616709684421
P35219,CA8,Carbonic anhydrase-related protein OS=Homo sapiens OX=9606 GN=CA8 PE=1 SV=3,0.06799467599891074,0.47235713358327985,0.5444882927073564
Q96E29,MTERF3,"Transcription termination factor 3, mitochondrial OS=Homo sapiens OX=9606 GN=MTERF3 PE=1 SV=2",-0.013032162500730804,0.47243335379039686,0.5444882927073564
Q86TX2,ACOT1,Acyl-coenzyme A thioesterase 1 OS=Homo sapiens OX=9606 GN=ACOT1 PE=1 SV=1,0.053275049853095766,0.47373547454583464,0.5458938580859287
P27815,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A OS=Homo sapiens OX=9606 GN=PDE4A PE=1 SV=3",-0.04421289766473624,0.4741677825417614,0.5462968074866922
Q6ZTN6,ANKRD13D,Ankyrin repeat domain-containing protein 13D OS=Homo sapiens OX=9606 GN=ANKRD13D PE=1 SV=2,0.06155186833780668,0.47440521837081817,0.5464751400466638
P20930,FLG,Filaggrin OS=Homo sapiens OX=9606 GN=FLG PE=1 SV=3,-0.2690647319721613,0.47466081263662696,0.5466743238378989
Q9UK97,FBXO9,F-box only protein 9 OS=Homo sapiens OX=9606 GN=FBXO9 PE=1 SV=1,-0.03291995169374551,0.4753008466002586,0.5473011030905836
Q9NWQ8,PAG1,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 OS=Homo sapiens OX=9606 GN=PAG1 PE=1 SV=2,-0.038982327189998944,0.47537057396388704,0.5473011030905836
Q9BRL6,SRSF8,Serine/arginine-rich splicing factor 8 OS=Homo sapiens OX=9606 GN=SRSF8 PE=1 SV=1,-0.028901050086562186,0.47597083791380623,0.547840993082858
Q8N264,ARHGAP24,Rho GTPase-activating protein 24 OS=Homo sapiens OX=9606 GN=ARHGAP24 PE=1 SV=2,0.026728050303530315,0.47600521858152145,0.547840993082858
Q13568,IRF5,Interferon regulatory factor 5 OS=Homo sapiens OX=9606 GN=IRF5 PE=1 SV=2,0.01923953900629538,0.4767106956751932,0.5485442473592039
Q96HI0,SENP5,Sentrin-specific protease 5 OS=Homo sapiens OX=9606 GN=SENP5 PE=1 SV=3,-0.030292283651549345,0.4767821823311169,0.5485442473592039
A5D8V6,VPS37C,Vacuolar protein sorting-associated protein 37C OS=Homo sapiens OX=9606 GN=VPS37C PE=1 SV=2,0.07195409942923625,0.4786644279412755,0.550613987047271
Q96RY7,IFT140,Intraflagellar transport protein 140 homolog OS=Homo sapiens OX=9606 GN=IFT140 PE=1 SV=1,0.11259013548083185,0.4792331704310637,0.5511723296034429
Q5VT52,RPRD2,Regulation of nuclear pre-mRNA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RPRD2 PE=1 SV=1,-0.021255098152637153,0.4795779183274016,0.551438554075429
P04259,KRT6B,"Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5",-0.16258092227969723,0.47963144653475376,0.551438554075429
P0DI82,TRAPPC2B,Trafficking protein particle complex subunit 2B OS=Homo sapiens OX=9606 GN=TRAPPC2B PE=1 SV=1,0.043410565419151226,0.47981458706610125,0.5515532075245239
Q8N5B7,CERS5,Ceramide synthase 5 OS=Homo sapiens OX=9606 GN=CERS5 PE=1 SV=1,-0.024554808815272722,0.4801136966052358,0.551801105849786
Q9BY31,ZNF717,Zinc finger protein 717 OS=Homo sapiens OX=9606 GN=ZNF717 PE=2 SV=2,0.27418488282410536,0.48055341199772084,0.5522104901162548
Q9P2R6,RERE,Arginine-glutamic acid dipeptide repeats protein OS=Homo sapiens OX=9606 GN=RERE PE=1 SV=2,-0.0288430367319803,0.48088302993874543,0.5524932396099018
Q96GC5,MRPL48,"39S ribosomal protein L48, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL48 PE=1 SV=2",-0.024392894485229077,0.4811610401847214,0.552716608356737
Q8N766,EMC1,ER membrane protein complex subunit 1 OS=Homo sapiens OX=9606 GN=EMC1 PE=1 SV=1,0.011334760132129196,0.48127369365928163,0.5527499847967987
Q8IU60,DCP2,m7GpppN-mRNA hydrolase OS=Homo sapiens OX=9606 GN=DCP2 PE=1 SV=3,0.044234266255638754,0.4823933333411038,0.5539396874003784
Q8NC44,RETREG2,Reticulophagy regulator 2 OS=Homo sapiens OX=9606 GN=RETREG2 PE=1 SV=3,-0.023172914501075947,0.4826999366586301,0.5541955167888283
Q96ER9,CCDC51,Mitochondrial potassium channel OS=Homo sapiens OX=9606 GN=CCDC51 PE=1 SV=2,-0.014294184880072947,0.48289232345954836,0.5543201463046066
Q9H1I8,ASCC2,Activating signal cointegrator 1 complex subunit 2 OS=Homo sapiens OX=9606 GN=ASCC2 PE=1 SV=3,0.04272813677843157,0.4837541337952826,0.5552130415994461
Q6P1X5,TAF2,Transcription initiation factor TFIID subunit 2 OS=Homo sapiens OX=9606 GN=TAF2 PE=1 SV=3,-0.033772158454646095,0.48427314298748914,0.5557122564098018
Q96HY7,DHTKD1,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial OS=Homo sapiens OX=9606 GN=DHTKD1 PE=1 SV=2",0.10672293261886046,0.48480385656189273,0.5561387337093932
Q9HAP2,MLXIP,MLX-interacting protein OS=Homo sapiens OX=9606 GN=MLXIP PE=1 SV=2,-0.1657904059227331,0.4848130158954843,0.5561387337093932
Q6IQ19,CCSAP,"Centriole, cilia and spindle-associated protein OS=Homo sapiens OX=9606 GN=CCSAP PE=1 SV=2",0.04061443646421736,0.4867085918344662,0.5582163415801371
Q7Z4G1,COMMD6,COMM domain-containing protein 6 OS=Homo sapiens OX=9606 GN=COMMD6 PE=1 SV=1,0.02384773066581003,0.4869507380405461,0.5583972042879103
A8MWD9,SNRPGP15,Putative small nuclear ribonucleoprotein G-like protein 15 OS=Homo sapiens OX=9606 GN=SNRPGP15 PE=5 SV=2,-0.027249982423343422,0.48714817766336205,0.5585267471319837
P56937,HSD17B7,3-keto-steroid reductase OS=Homo sapiens OX=9606 GN=HSD17B7 PE=1 SV=1,-0.016076639195597764,0.4898634571271846,0.5615425066790819
O14602,EIF1AY,"Eukaryotic translation initiation factor 1A, Y-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AY PE=1 SV=4",-0.024464305641435757,0.49035840738526426,0.562012444033865
Q12986,NFX1,Transcriptional repressor NF-X1 OS=Homo sapiens OX=9606 GN=NFX1 PE=1 SV=2,0.018467109013962535,0.490668986699489,0.5621910047476809
